"x","y"
-0.995710948482156,8.59918160218529
8.70437191333622,26.1127965016391
13.3375154901296,NA
0.687989145517349,6.13807162128505
-2.90699744131416,-0.331996335999564
9.02114918455482,23.4716689484235
5.55919968523085,20.8901537023944
11.158704017289,30.6113216274266
14.130002502352,37.293732720515
-2.79093962628394,0.95975870281261
0.465698991902173,4.0147893727393
4.81026403605938,19.547072148716
1.36808037292212,7.67466556354311
6.18345653172582,21.4926889868873
0.251862774603069,4.67392431229139
-0.962495775893331,NA
2.75051494129002,6.14414550940464
12.7573954313993,33.5611631049719
6.0984510788694,NA
11.8435877049342,31.6168946214275
12.8041422925889,33.956821081237
9.41401940770447,26.4340001403978
-0.773194525390863,5.7400574002064
-0.48565418459475,5.42866432168532
-2.20032605808228,NA
4.59827708080411,16.0501641478929
3.74823719263077,17.5665780012368
14.3192827887833,38.2656925636437
-2.16172177810222,2.21173316260748
14.0995777677745,NA
3.89461112208664,16.4633929635946
-3.81275052670389,-7.21495863883784
0.502983694896102,NA
-4.37703481409699,-3.30172520922268
-4.71035312395543,-1.93572344675969
4.74338057916611,14.7045084590053
6.90303246024996,28.7483693516821
6.95706073660403,20.2852375839395
2.95361029915512,12.6706249881409
2.93660793919116,11.2950172967857
11.3215213874355,34.0854884560451
-0.296024912968278,2.56151167662715
11.5374049218372,33.4533924269356
5.66951863002032,21.5751327407812
13.5788542730734,39.243316451826
5.99589451216161,20.7417921894946
10.2028505364433,27.8065197390791
-3.62980475183576,-3.20613820405194
10.8721867809072,29.7711441381956
7.6560685550794,23.0654518711934
2.69153872970492,6.3352243018793
6.32545350119472,23.7219315461413
13.4398113470525,37.9949686607769
14.517552270554,38.9640647845406
13.660676786676,36.2799520044322
2.62325320858508,14.852591301195
0.111281415447593,5.95822297165799
0.149674010463059,0.832324874097103
-1.06227237731218,NA
-2.27198190055788,5.24209469209305
7.47933004982769,19.9958112303944
-1.52509433683008,7.91193063800196
12.3286915710196,41.3235475166104
14.7867137240246,39.34971570822
14.7327152360231,34.7598144998683
12.8402616642416,37.0453687151751
12.7643522107974,29.8165873424184
-1.85312970541418,3.7142748184708
13.6091894190758,36.4975054156864
11.5386049356312,31.1788354562269
11.586868353188,35.4036796430347
9.34680590871722,29.617507565894
-1.87280759215355,-1.67384251436933
11.7092281440273,27.2305491100448
-4.54550766386092,NA
13.3825418027118,NA
-4.2196210147813,NA
9.00239173788577,29.9345491575427
3.86599681340158,10.8059614354673
1.27736903261393,4.88597196631093
13.7887296453118,NA
11.4749096473679,25.7092162051276
-0.776917892508209,NA
-3.16741118207574,-0.880421983996831
4.40549753606319,18.2910134552693
-3.99877164512873,-1.03025874950371
14.4199603656307,38.9881514470164
10.6631107116118,26.6377708335172
1.47980904672295,11.6018075211816
7.2297289269045,23.2028904748415
9.26036151591688,NA
1.71993569470942,10.0957983368809
-1.24925675336272,NA
2.93804780580103,15.7359605786654
1.45340668037534,8.68234879217093
11.3191272458062,30.0468699241069
-0.311359059996903,NA
7.50813020393252,22.2284575941662
4.44821550045162,11.9404294724452
4.11400401964784,14.2730122562969
